|batsman|venue|final_score_bat|matches
1414|IK Pathan|Dr DY Patil Sports Academy|4.72425|1
1415|IK Pathan|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|3.8242499999999993|1
1416|IK Pathan|Dubai International Cricket Stadium|3.7492499999999995|1
1417|IK Pathan|Eden Gardens|4.79925|1
1418|IK Pathan|Feroz Shah Kotla|4.478249999999999|1
1419|IK Pathan|Himachal Pradesh Cricket Association Stadium|4.484249999999999|1
1420|IK Pathan|Kingsmead|4.93425|1
1421|IK Pathan|M Chinnaswamy Stadium|4.67925|1
1422|IK Pathan|MA Chidambaram Stadium, Chepauk|5.774249999999999|1
1423|IK Pathan|Nehru Stadium|4.649249999999999|1
1424|IK Pathan|New Wanderers Stadium|4.949249999999999|1
1425|IK Pathan|Newlands|5.36175|1
1426|IK Pathan|OUTsurance Oval|5.249249999999999|1
1427|IK Pathan|Punjab Cricket Association IS Bindra Stadium, Mohali|3.8242499999999993|1
1428|IK Pathan|Punjab Cricket Association Stadium, Mohali|4.6575|1
1429|IK Pathan|Rajiv Gandhi International Stadium, Uppal|4.592999999999999|1
1430|IK Pathan|Sardar Patel Stadium, Motera|5.249249999999999|1
1431|IK Pathan|Saurashtra Cricket Association Stadium|3.8242499999999993|1
1432|IK Pathan|Sawai Mansingh Stadium|4.79925|1
1433|IK Pathan|Shaheed Veer Narayan Singh International Stadium|3.9742499999999996|1
1434|IK Pathan|Sharjah Cricket Stadium|4.04925|1
1435|IK Pathan|St George's Park|5.09925|1
1436|IK Pathan|Subrata Roy Sahara Stadium|4.79925|1
1437|IK Pathan|SuperSport Park|3.6742499999999993|1
1438|IK Pathan|Wankhede Stadium|4.518|1
1439|IR Jaggi|Barabati Stadium|2.18475|1
1440|IR Jaggi|Eden Gardens|2.18475|1
1441|IR Jaggi|M Chinnaswamy Stadium|3.19725|1
1442|IR Jaggi|Rajiv Gandhi International Stadium, Uppal|3.83475|1
1443|IR Jaggi|Subrata Roy Sahara Stadium|2.70975|1
1444|IR Jaggi|Wankhede Stadium|2.10975|1
1445|IS Sodhi|Eden Gardens|0.4375|1
1446|IS Sodhi|Feroz Shah Kotla|1.3125|1
1447|Imran Tahir|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|0.348|1
1448|Imran Tahir|Feroz Shah Kotla|0.19799999999999998|1
1449|Imran Tahir|MA Chidambaram Stadium, Chepauk|0.12299999999999997|1
1450|Imran Tahir|Maharashtra Cricket Association Stadium|-0.027000000000000024|1
1451|Imran Tahir|Punjab Cricket Association Stadium, Mohali|0.27299999999999996|1
1452|Imran Tahir|Sardar Patel Stadium, Motera|0.27299999999999996|1
1453|Imran Tahir|Sharjah Cricket Stadium|2.2119999999999997|1
1454|Imran Tahir|Wankhede Stadium|0.2869999999999999|1
1455|Iqbal Abdulla|Eden Gardens|2.04675|1
1456|Iqbal Abdulla|M Chinnaswamy Stadium|3.1215|1
1457|Iqbal Abdulla|M.Chinnaswamy Stadium|2.0715|1
1458|Iqbal Abdulla|MA Chidambaram Stadium, Chepauk|1.7715|1
1459|Iqbal Abdulla|Rajiv Gandhi International Stadium, Uppal|1.8465|1
1460|Iqbal Abdulla|Sawai Mansingh Stadium|1.7715|1
1461|Iqbal Abdulla|Wankhede Stadium|2.1465|1
1462|Ishan Kishan|Dubai International Cricket Stadium|24.3145|1
1463|Ishan Kishan|Eden Gardens|32.585|2
1464|Ishan Kishan|Feroz Shah Kotla|22.534999999999997|2
1465|Ishan Kishan|Green Park|9.993|1
1466|Ishan Kishan|Holkar Cricket Stadium|19.379499999999997|1
1467|Ishan Kishan|M Chinnaswamy Stadium|7.6305|1
1468|Ishan Kishan|M.Chinnaswamy Stadium|15.004499999999998|1
1469|Ishan Kishan|MA Chidambaram Stadium, Chepauk|19.9045|1
1470|Ishan Kishan|Maharashtra Cricket Association Stadium|7.592999999999999|1
1471|Ishan Kishan|Punjab Cricket Association IS Bindra Stadium, Mohali|7.930499999999999|1
1472|Ishan Kishan|Rajiv Gandhi International Stadium, Uppal|17.862249999999996|1
1473|Ishan Kishan|Saurashtra Cricket Association Stadium|8.6055|1
1474|Ishan Kishan|Sawai Mansingh Stadium|25.1545|1
1475|Ishan Kishan|Sharjah Cricket Stadium|22.7045|1
1476|Ishan Kishan|Sheikh Zayed Stadium|19.1345|1
1477|Ishan Kishan|Wankhede Stadium|25.158|2
1478|J Arunkumar|Eden Gardens|3.6007499999999997|1
1479|J Arunkumar|Punjab Cricket Association Stadium, Mohali|2.02575|1
1480|J Arunkumar|Sawai Mansingh Stadium|1.9507499999999998|1
1481|J Botha|Eden Gardens|4.444500000000001|1
1482|J Botha|Feroz Shah Kotla|4.0845|1
1483|J Botha|Kingsmead|4.1594999999999995|1
1484|J Botha|MA Chidambaram Stadium, Chepauk|4.947|1
1485|J Botha|OUTsurance Oval|6.559500000000001|1
1486|J Botha|Punjab Cricket Association Stadium, Mohali|4.8345|1
1487|J Botha|Rajiv Gandhi International Stadium, Uppal|5.559749999999999|1
1488|J Botha|Sawai Mansingh Stadium|5.194500000000001|1
1489|J Botha|Wankhede Stadium|3.9345|1
1490|J Suchith|MA Chidambaram Stadium, Chepauk|5.8485|1
1491|J Suchith|Sardar Patel Stadium, Motera|2.0565|1
1492|J Suchith|Wankhede Stadium|2.9565|1
1493|J Syed Mohammad|Feroz Shah Kotla|2.4599999999999995|1
1494|J Syed Mohammad|M Chinnaswamy Stadium|1.6724999999999997|1
1495|J Syed Mohammad|MA Chidambaram Stadium, Chepauk|1.6349999999999998|1
1496|J Syed Mohammad|Wankhede Stadium|2.1599999999999997|1
1497|J Theron|MA Chidambaram Stadium, Chepauk|-0.16874999999999998|1
1498|J Theron|Punjab Cricket Association Stadium, Mohali|-0.01875|1
1499|J Theron|Rajiv Gandhi International Stadium, Uppal|0.35625|1
1500|J Theron|Wankhede Stadium|-0.09375|1
1501|J Yadav|Feroz Shah Kotla|0.075|1
1502|J Yadav|Shaheed Veer Narayan Singh International Stadium|0.375|1
1503|JA Morkel|Buffalo Park|4.77975|1
1504|JA Morkel|Dr DY Patil Sports Academy|5.355|1
1505|JA Morkel|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|4.6297500000000005|1
1506|JA Morkel|Dubai International Cricket Stadium|5.60475|1
1507|JA Morkel|Eden Gardens|5.60475|1
1508|JA Morkel|Feroz Shah Kotla|5.28|1
1509|JA Morkel|Himachal Pradesh Cricket Association Stadium|5.52975|1
1510|JA Morkel|Kingsmead|5.355|1
1511|JA Morkel|M Chinnaswamy Stadium|5.2485|1
1512|JA Morkel|MA Chidambaram Stadium, Chepauk|5.93775|1
1513|JA Morkel|Maharashtra Cricket Association Stadium|5.67975|1
1514|JA Morkel|Nehru Stadium|5.15475|1
1515|JA Morkel|New Wanderers Stadium|5.45475|1
1516|JA Morkel|Rajiv Gandhi International Stadium, Uppal|5.3797500000000005|1
1517|JA Morkel|Sardar Patel Stadium, Motera|6.57975|1
1518|JA Morkel|Sawai Mansingh Stadium|6.105|1
1519|JA Morkel|Shaheed Veer Narayan Singh International Stadium|5.07975|1
1520|JA Morkel|Sharjah Cricket Stadium|4.92975|1
1521|JA Morkel|Sheikh Zayed Stadium|5.0047500000000005|1
1522|JA Morkel|St George's Park|4.85475|1
1523|JA Morkel|Subrata Roy Sahara Stadium|4.70475|1
1524|JA Morkel|SuperSport Park|5.15475|1
1525|JA Morkel|Wankhede Stadium|5.211|1
1526|JC Archer|Dubai International Cricket Stadium|5.93075|1
1527|JC Archer|Eden Gardens|7.733249999999999|1
1528|JC Archer|Holkar Cricket Stadium|4.84575|1
1529|JC Archer|MA Chidambaram Stadium, Chepauk|9.045749999999998|1
1530|JC Archer|Punjab Cricket Association IS Bindra Stadium, Mohali|5.02075|1
1531|JC Archer|Sawai Mansingh Stadium|5.54575|1
1532|JC Archer|Sharjah Cricket Stadium|7.295749999999999|1
1533|JC Archer|Sheikh Zayed Stadium|8.345749999999999|1
1534|JC Buttler|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|10.519499999999999|1
1535|JC Buttler|Dubai International Cricket Stadium|26.557999999999996|1
1536|JC Buttler|Eden Gardens|42.5475|2
1537|JC Buttler|Feroz Shah Kotla|44.522499999999994|2
1538|JC Buttler|Green Park|12.26925|1
1539|JC Buttler|Holkar Cricket Stadium|47.3475|2
1540|JC Buttler|M Chinnaswamy Stadium|10.95675|1
1541|JC Buttler|M.Chinnaswamy Stadium|26.878249999999998|1
1542|JC Buttler|MA Chidambaram Stadium, Chepauk|23.90325|1
1543|JC Buttler|Maharashtra Cricket Association Stadium|38.935|2
1544|JC Buttler|Punjab Cricket Association IS Bindra Stadium, Mohali|38.4725|2
1545|JC Buttler|Rajiv Gandhi International Stadium, Uppal|34.434999999999995|2
1546|JC Buttler|Saurashtra Cricket Association Stadium|10.46925|1
1547|JC Buttler|Sawai Mansingh Stadium|30.448249999999998|1
1548|JC Buttler|Sharjah Cricket Stadium|24.34075|1
1549|JC Buttler|Sheikh Zayed Stadium|30.90325|1
1550|JC Buttler|Wankhede Stadium|50.1975|2
1551|JD Ryder|Dr DY Patil Sports Academy|7.8645|1
1552|JD Ryder|Feroz Shah Kotla|12.75|1
1553|JD Ryder|Kingsmead|7.574999999999999|1
1554|JD Ryder|M Chinnaswamy Stadium|9.487499999999999|1
1555|JD Ryder|MA Chidambaram Stadium, Chepauk|7.199999999999999|1
1556|JD Ryder|Newlands|6.3|1
1557|JD Ryder|Punjab Cricket Association Stadium, Mohali|7.125|1
1558|JD Ryder|Rajiv Gandhi International Stadium, Uppal|8.924999999999999|1
1559|JD Ryder|Sawai Mansingh Stadium|7.0125|1
1560|JD Ryder|Subrata Roy Sahara Stadium|7.787249999999999|1
1561|JD Ryder|SuperSport Park|7.949999999999999|1
1562|JD Ryder|Wankhede Stadium|7.199999999999999|1
1563|JD Unadkat|Dubai International Cricket Stadium|3.42825|1
1564|JD Unadkat|Eden Gardens|4.1282499999999995|1
1565|JD Unadkat|Holkar Cricket Stadium|2.90325|1
1566|JD Unadkat|JSCA International Stadium Complex|0.86925|1
1567|JD Unadkat|M Chinnaswamy Stadium|0.9442499999999999|1
1568|JD Unadkat|Maharashtra Cricket Association Stadium|4.65325|1
1569|JD Unadkat|Punjab Cricket Association Stadium, Mohali|0.79425|1
1570|JD Unadkat|Rajiv Gandhi International Stadium, Uppal|2.8975|2
1571|JD Unadkat|Sawai Mansingh Stadium|1.9407499999999998|1
1572|JD Unadkat|Sheikh Zayed Stadium|0.86925|1
1573|JDP Oram|De Beers Diamond Oval|1.7444999999999997|1
1574|JDP Oram|Holkar Cricket Stadium|1.6694999999999998|1
1575|JDP Oram|Kingsmead|3.29475|1
1576|JDP Oram|MA Chidambaram Stadium, Chepauk|2.0444999999999998|1
1577|JDP Oram|New Wanderers Stadium|2.1195|1
1578|JDP Oram|Newlands|2.2695|1
1579|JDP Oram|Punjab Cricket Association Stadium, Mohali|2.6445|1
1580|JDP Oram|SuperSport Park|1.8194999999999997|1
1581|JDS Neesham|Dubai International Cricket Stadium|12.1|2
1582|JDS Neesham|Punjab Cricket Association Stadium, Mohali|3.8249999999999997|1
1583|JDS Neesham|Sheikh Zayed Stadium|12.1875|2
1584|JE Taylor|Dr DY Patil Sports Academy|0.4125|1
1585|JE Taylor|MA Chidambaram Stadium, Chepauk|0.4875|1
1586|JEC Franklin|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|5.925|1
1587|JEC Franklin|Eden Gardens|8.775|1
1588|JEC Franklin|M Chinnaswamy Stadium|6.375|1
1589|JEC Franklin|MA Chidambaram Stadium, Chepauk|6.9375|1
1590|JEC Franklin|Punjab Cricket Association Stadium, Mohali|7.05|1
1591|JEC Franklin|Subrata Roy Sahara Stadium|7.2749999999999995|1
1592|JEC Franklin|Wankhede Stadium|6.849749999999999|1
1593|JH Kallis|Barabati Stadium|8.5965|1
1594|JH Kallis|Brabourne Stadium|11.8215|1
1595|JH Kallis|Dr DY Patil Sports Academy|7.9965|1
1596|JH Kallis|Dubai International Cricket Stadium|6.8715|1
1597|JH Kallis|Eden Gardens|9.03525|1
1598|JH Kallis|Feroz Shah Kotla|9.256499999999999|1
1599|JH Kallis|JSCA International Stadium Complex|8.02125|1
1600|JH Kallis|Kingsmead|8.9715|1
1601|JH Kallis|M Chinnaswamy Stadium|8.69025|1
1602|JH Kallis|MA Chidambaram Stadium, Chepauk|9.684|1
1603|JH Kallis|Nehru Stadium|10.2465|1
1604|JH Kallis|New Wanderers Stadium|9.70275|1
1605|JH Kallis|Newlands|7.9965|1
1606|JH Kallis|Punjab Cricket Association Stadium, Mohali|7.87125|1
1607|JH Kallis|Rajiv Gandhi International Stadium, Uppal|8.99625|1
1608|JH Kallis|Sawai Mansingh Stadium|8.4465|1
1609|JH Kallis|Shaheed Veer Narayan Singh International Stadium|7.7715|1
1610|JH Kallis|Sharjah Cricket Stadium|10.0965|1
1611|JH Kallis|Sheikh Zayed Stadium|9.22125|1
1612|JH Kallis|St George's Park|7.7715|1
1613|JH Kallis|Subrata Roy Sahara Stadium|7.9965|1
1614|JH Kallis|SuperSport Park|8.04675|1
1615|JH Kallis|Vidarbha Cricket Association Stadium, Jamtha|8.8965|1
1616|JH Kallis|Wankhede Stadium|7.9215|1
1617|JJ Bumrah|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|0.3|1
1618|JJ Bumrah|Dubai International Cricket Stadium|0.075|1
1619|JJ Bumrah|Feroz Shah Kotla|0.0|1
1620|JJ Bumrah|M.Chinnaswamy Stadium|0.0|1
1621|JJ Bumrah|Rajiv Gandhi International Stadium, Uppal|0.7|1
1622|JJ Bumrah|Saurashtra Cricket Association Stadium|0.0|1
1623|JJ Bumrah|Sheikh Zayed Stadium|0.875|1
1624|JJ Bumrah|Wankhede Stadium|1.65|2
1625|JJ Roy|Eden Gardens|16.2505|1
1626|JJ Roy|Feroz Shah Kotla|18.087999999999997|1
1627|JJ Roy|M.Chinnaswamy Stadium|16.950499999999998|1
1628|JJ Roy|Rajiv Gandhi International Stadium, Uppal|9.2145|1
1629|JJ Roy|Saurashtra Cricket Association Stadium|7.9395|1
1630|JJ Roy|Wankhede Stadium|39.940000000000005|2
1631|JJ van der Wath|Himachal Pradesh Cricket Association Stadium|1.8007499999999999|1
1632|JJ van der Wath|MA Chidambaram Stadium, Chepauk|2.55075|1
1633|JJ van der Wath|Rajiv Gandhi International Stadium, Uppal|1.5007499999999998|1
1634|JL Denly|Eden Gardens|-2.625|1
1635|JM Bairstow|Dubai International Cricket Stadium|38.04325|1
1636|JM Bairstow|Eden Gardens|39.2175|1
1637|JM Bairstow|Feroz Shah Kotla|40.792500000000004|1
1638|JM Bairstow|MA Chidambaram Stadium, Chepauk|32.392500000000005|1
1639|JM Bairstow|Punjab Cricket Association IS Bindra Stadium, Mohali|32.5675|1
1640|JM Bairstow|Rajiv Gandhi International Stadium, Uppal|42.805|1
1641|JM Bairstow|Sharjah Cricket Stadium|36.7675|1
1642|JM Bairstow|Sheikh Zayed Stadium|37.87525|1
1643|JM Kemp|Feroz Shah Kotla|3.675|1
1644|JM Kemp|MA Chidambaram Stadium, Chepauk|5.0249999999999995|1
1645|JO Holder|Dubai International Cricket Stadium|5.704999999999998|1
1646|JO Holder|Eden Gardens|2.7824999999999993|1
1647|JO Holder|Feroz Shah Kotla|2.295|1
1648|JO Holder|Green Park|3.0449999999999995|1
1649|JO Holder|Sharjah Cricket Stadium|9.379999999999999|1
1650|JO Holder|Sheikh Zayed Stadium|7.892499999999998|1
1651|JP Duminy|Barabati Stadium|8.06025|1
1652|JP Duminy|Brabourne Stadium|10.19775|1
1653|JP Duminy|Buffalo Park|9.26025|1
1654|JP Duminy|Dr DY Patil Sports Academy|8.1105|1
1655|JP Duminy|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|9.2355|1
1656|JP Duminy|Dubai International Cricket Stadium|10.01025|1
1657|JP Duminy|Eden Gardens|8.5605|1
1658|JP Duminy|Feroz Shah Kotla|9.63525|1
1659|JP Duminy|Himachal Pradesh Cricket Association Stadium|8.21025|1
1660|JP Duminy|Kingsmead|10.0605|1
1661|JP Duminy|M Chinnaswamy Stadium|10.38525|1
1662|JP Duminy|M.Chinnaswamy Stadium|21.08225|1
1663|JP Duminy|MA Chidambaram Stadium, Chepauk|8.13525|1
1664|JP Duminy|Maharashtra Cricket Association Stadium|8.88525|1
1665|JP Duminy|New Wanderers Stadium|7.385249999999999|1
1666|JP Duminy|Newlands|7.98525|1
1667|JP Duminy|Punjab Cricket Association Stadium, Mohali|8.922749999999999|1
1668|JP Duminy|Rajiv Gandhi International Stadium, Uppal|9.654|1
1669|JP Duminy|Sardar Patel Stadium, Motera|7.91025|1
1670|JP Duminy|Saurashtra Cricket Association Stadium|8.28525|1
1671|JP Duminy|Sawai Mansingh Stadium|10.64775|1
1672|JP Duminy|Shaheed Veer Narayan Singh International Stadium|8.1855|1
1673|JP Duminy|Sharjah Cricket Stadium|10.53525|1
1674|JP Duminy|Sheikh Zayed Stadium|8.43525|1
1675|JP Duminy|St George's Park|10.785|1
1676|JP Duminy|Subrata Roy Sahara Stadium|9.26025|1
1677|JP Duminy|SuperSport Park|9.59775|1
1678|JP Duminy|Wankhede Stadium|28.629999999999995|2
1679|JP Faulkner|Brabourne Stadium|4.70925|1
1680|JP Faulkner|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|4.058999999999999|1
1681|JP Faulkner|Dubai International Cricket Stadium|3.909|1
1682|JP Faulkner|Eden Gardens|3.7964999999999995|1
1683|JP Faulkner|Feroz Shah Kotla|4.56525|1
1684|JP Faulkner|Green Park|4.433999999999999|1
1685|JP Faulkner|JSCA International Stadium Complex|3.6839999999999997|1
1686|JP Faulkner|M Chinnaswamy Stadium|5.259|1
1687|JP Faulkner|MA Chidambaram Stadium, Chepauk|4.809|1
1688|JP Faulkner|Maharashtra Cricket Association Stadium|4.82775|1
1689|JP Faulkner|Punjab Cricket Association Stadium, Mohali|6.234|1
1690|JP Faulkner|Rajiv Gandhi International Stadium, Uppal|4.058999999999999|1
1691|JP Faulkner|Sardar Patel Stadium, Motera|4.359|1
1692|JP Faulkner|Saurashtra Cricket Association Stadium|5.109|1
1693|JP Faulkner|Sawai Mansingh Stadium|3.909|1
1694|JP Faulkner|Sharjah Cricket Stadium|4.209|1
1695|JP Faulkner|Sheikh Zayed Stadium|3.9839999999999995|1
1696|JP Faulkner|Subrata Roy Sahara Stadium|4.433999999999999|1
1697|JP Faulkner|Wankhede Stadium|4.659|1
1698|JPR Scantlebury-Searles|Eden Gardens|4.2875|1
1699|JPR Scantlebury-Searles|Holkar Cricket Stadium|4.9875|1
1700|JR Hopes|Dr DY Patil Sports Academy|7.688999999999999|1
1701|JR Hopes|Eden Gardens|7.688999999999999|1
1702|JR Hopes|Feroz Shah Kotla|8.588999999999999|1
1703|JR Hopes|Himachal Pradesh Cricket Association Stadium|7.238999999999999|1
1704|JR Hopes|M Chinnaswamy Stadium|7.0889999999999995|1
1705|JR Hopes|MA Chidambaram Stadium, Chepauk|7.539|1
1706|JR Hopes|Punjab Cricket Association Stadium, Mohali|9.845249999999998|1
1707|JR Hopes|Rajiv Gandhi International Stadium, Uppal|7.988999999999999|1
1708|JR Hopes|Sawai Mansingh Stadium|7.914|1
1709|JR Hopes|Wankhede Stadium|8.139|1
1710|Jaskaran Singh|Barabati Stadium|-0.08999999999999994|1
1711|Jaskaran Singh|Brabourne Stadium|-0.31499999999999995|1
1712|Jaskaran Singh|Dr DY Patil Sports Academy|-0.12749999999999995|1
1713|Joginder Sharma|Kingsmead|1.7625|1
1714|Joginder Sharma|MA Chidambaram Stadium, Chepauk|2.6625|1
1715|Joginder Sharma|Newlands|2.6625|1
1716|Joginder Sharma|Sawai Mansingh Stadium|1.4625|1
1717|Joginder Sharma|Wankhede Stadium|1.4625|1
1718|K Goel|Brabourne Stadium|2.8154999999999997|1
1719|K Goel|Kingsmead|3.5204999999999997|1
1720|K Goel|MA Chidambaram Stadium, Chepauk|2.8154999999999997|1
1721|K Goel|Newlands|5.5905|1
1722|K Goel|Punjab Cricket Association Stadium, Mohali|3.7304999999999993|1
1723|K Goel|Sawai Mansingh Stadium|4.6905|1
1724|K Goel|SuperSport Park|4.015499999999999|1
1725|K Gowtham|Dubai International Cricket Stadium|12.272749999999998|1
1726|K Gowtham|Eden Gardens|9.82275|1
1727|K Gowtham|Feroz Shah Kotla|10.87275|1
1728|K Gowtham|Holkar Cricket Stadium|9.64775|1
1729|K Gowtham|MA Chidambaram Stadium, Chepauk|10.34775|1
1730|K Gowtham|Maharashtra Cricket Association Stadium|8.94775|1
1731|K Gowtham|Rajiv Gandhi International Stadium, Uppal|8.77275|1
1732|K Gowtham|Sawai Mansingh Stadium|10.806249999999999|1
1733|K Gowtham|Sheikh Zayed Stadium|12.622749999999998|1
1734|K Gowtham|Wankhede Stadium|8.77275|1
1735|K Rabada|Dubai International Cricket Stadium|5.876499999999999|1
1736|K Rabada|Feroz Shah Kotla|6.9449999999999985|2
1737|K Rabada|Punjab Cricket Association IS Bindra Stadium, Mohali|6.719999999999999|2
1738|K Rabada|Rajiv Gandhi International Stadium, Uppal|4.4765|1
1739|K Rabada|Sharjah Cricket Stadium|4.4765|1
1740|K Rabada|Sheikh Zayed Stadium|6.2265|1
1741|K Rabada|Wankhede Stadium|5.068499999999999|1
1742|K Upadhyay|Subrata Roy Sahara Stadium|2.5875|1
1743|KA Pollard|Barabati Stadium|7.149|1
1744|KA Pollard|Brabourne Stadium|7.984500000000001|1
1745|KA Pollard|Dr DY Patil Sports Academy|8.06775|1
1746|KA Pollard|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|7.61775|1
1747|KA Pollard|Dubai International Cricket Stadium|28.16125|2
1748|KA Pollard|Eden Gardens|26.67275|2
1749|KA Pollard|Feroz Shah Kotla|24.28|2
1750|KA Pollard|Green Park|7.074000000000001|1
1751|KA Pollard|Himachal Pradesh Cricket Association Stadium|8.049|1
1752|KA Pollard|M Chinnaswamy Stadium|8.3865|1
1753|KA Pollard|M.Chinnaswamy Stadium|16.506|1
1754|KA Pollard|MA Chidambaram Stadium, Chepauk|24.8425|2
1755|KA Pollard|Maharashtra Cricket Association Stadium|8.424|1
1756|KA Pollard|Punjab Cricket Association IS Bindra Stadium, Mohali|23.305|2
1757|KA Pollard|Punjab Cricket Association Stadium, Mohali|7.194|1
1758|KA Pollard|Rajiv Gandhi International Stadium, Uppal|28.51775|2
1759|KA Pollard|Sardar Patel Stadium, Motera|9.549|1
1760|KA Pollard|Saurashtra Cricket Association Stadium|7.524|1
1761|KA Pollard|Sawai Mansingh Stadium|24.7925|2
1762|KA Pollard|Sharjah Cricket Stadium|29.58|2
1763|KA Pollard|Sheikh Zayed Stadium|24.6675|2
1764|KA Pollard|Wankhede Stadium|26.91475|2
1765|KAJ Roach|Dr DY Patil Sports Academy|3.225|1
1766|KB Arun Karthik|Himachal Pradesh Cricket Association Stadium|2.025|1
1767|KB Arun Karthik|M Chinnaswamy Stadium|2.19975|1
1768|KB Arun Karthik|MA Chidambaram Stadium, Chepauk|1.95|1
1769|KB Arun Karthik|Rajiv Gandhi International Stadium, Uppal|1.575|1
1770|KB Arun Karthik|Sardar Patel Stadium, Motera|1.7999999999999998|1
1771|KB Arun Karthik|Wankhede Stadium|2.475|1
1772|KC Cariappa|Feroz Shah Kotla|1.425|1
1773|KC Cariappa|M Chinnaswamy Stadium|2.25|1
1774|KC Cariappa|Rajiv Gandhi International Stadium, Uppal|6.1499999999999995|2
1775|KC Cariappa|Saurashtra Cricket Association Stadium|1.425|1
1776|KC Sangakkara|Barabati Stadium|9.084|1
1777|KC Sangakkara|De Beers Diamond Oval|8.60925|1
1778|KC Sangakkara|Dr DY Patil Sports Academy|8.60925|1
1779|KC Sangakkara|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|7.784249999999999|1
1780|KC Sangakkara|Eden Gardens|8.98425|1
1781|KC Sangakkara|Feroz Shah Kotla|8.815499999999998|1
1782|KC Sangakkara|Himachal Pradesh Cricket Association Stadium|9.92175|1
1783|KC Sangakkara|Kingsmead|8.38425|1
1784|KC Sangakkara|M Chinnaswamy Stadium|7.971749999999999|1
1785|KC Sangakkara|MA Chidambaram Stadium, Chepauk|7.508999999999999|1
1786|KC Sangakkara|Nehru Stadium|11.60925|1
1787|KC Sangakkara|New Wanderers Stadium|10.934249999999999|1
1788|KC Sangakkara|Newlands|9.284249999999998|1
1789|KC Sangakkara|OUTsurance Oval|9.959249999999999|1
1790|KC Sangakkara|Punjab Cricket Association Stadium, Mohali|9.516|1
1791|KC Sangakkara|Rajiv Gandhi International Stadium, Uppal|7.905749999999999|1
1792|KC Sangakkara|Sawai Mansingh Stadium|8.177999999999999|1
