|bowler|venue|final_score_ball|matches
1345|JH Kallis|Feroz Shah Kotla|6.4485|1
1346|JH Kallis|JSCA International Stadium Complex|6.6922500000000005|1
1347|JH Kallis|Kingsmead|6.6922500000000005|1
1348|JH Kallis|M Chinnaswamy Stadium|5.8485000000000005|1
1349|JH Kallis|MA Chidambaram Stadium, Chepauk|6.0735|1
1350|JH Kallis|Nehru Stadium|6.0735|1
1351|JH Kallis|New Wanderers Stadium|5.136|1
1352|JH Kallis|Newlands|4.1985|1
1353|JH Kallis|Punjab Cricket Association Stadium, Mohali|6.6922500000000005|1
1354|JH Kallis|Rajiv Gandhi International Stadium, Uppal|4.8172500000000005|1
1355|JH Kallis|Sawai Mansingh Stadium|5.3235|1
1356|JH Kallis|Shaheed Veer Narayan Singh International Stadium|6.0735|1
1357|JH Kallis|Sharjah Cricket Stadium|6.0735|1
1358|JH Kallis|Sheikh Zayed Stadium|4.8172500000000005|1
1359|JH Kallis|St George's Park|4.1985|1
1360|JH Kallis|Subrata Roy Sahara Stadium|7.9485|1
1361|JH Kallis|SuperSport Park|4.8172500000000005|1
1362|JH Kallis|Vidarbha Cricket Association Stadium, Jamtha|4.1985|1
1363|JH Kallis|Wankhede Stadium|6.54225|1
1364|JJ Bumrah|Barabati Stadium|6.13125|1
1365|JJ Bumrah|Brabourne Stadium|6.13125|1
1366|JJ Bumrah|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|8.00625|1
1367|JJ Bumrah|Dubai International Cricket Stadium|30.0625|2
1368|JJ Bumrah|Eden Gardens|24.5|2
1369|JJ Bumrah|Feroz Shah Kotla|30.125|2
1370|JJ Bumrah|Green Park|8.00625|1
1371|JJ Bumrah|Holkar Cricket Stadium|26.6875|2
1372|JJ Bumrah|M Chinnaswamy Stadium|9.50625|1
1373|JJ Bumrah|M.Chinnaswamy Stadium|25.24375|1
1374|JJ Bumrah|MA Chidambaram Stadium, Chepauk|18.68125|1
1375|JJ Bumrah|Maharashtra Cricket Association Stadium|23.25|2
1376|JJ Bumrah|Punjab Cricket Association IS Bindra Stadium, Mohali|26.0625|2
1377|JJ Bumrah|Punjab Cricket Association Stadium, Mohali|11.75625|1
1378|JJ Bumrah|Rajiv Gandhi International Stadium, Uppal|29.15|2
1379|JJ Bumrah|Sardar Patel Stadium, Motera|6.13125|1
1380|JJ Bumrah|Saurashtra Cricket Association Stadium|11.75625|1
1381|JJ Bumrah|Sawai Mansingh Stadium|20.86875|1
1382|JJ Bumrah|Sharjah Cricket Stadium|23.05625|1
1383|JJ Bumrah|Sheikh Zayed Stadium|21.393749999999997|1
1384|JJ Bumrah|Wankhede Stadium|27.8125|2
1385|JJ van der Wath|Himachal Pradesh Cricket Association Stadium|4.95|1
1386|JJ van der Wath|MA Chidambaram Stadium, Chepauk|8.7|1
1387|JJ van der Wath|Rajiv Gandhi International Stadium, Uppal|6.825|1
1388|JM Kemp|Eden Gardens|9.0|1
1389|JM Kemp|Feroz Shah Kotla|3.375|1
1390|JM Kemp|Himachal Pradesh Cricket Association Stadium|3.375|1
1391|JM Kemp|MA Chidambaram Stadium, Chepauk|3.375|1
1392|JO Holder|Dubai International Cricket Stadium|16.15775|1
1393|JO Holder|Eden Gardens|3.4934999999999996|1
1394|JO Holder|Feroz Shah Kotla|5.3685|1
1395|JO Holder|Green Park|2.5559999999999996|1
1396|JO Holder|M Chinnaswamy Stadium|2.5559999999999996|1
1397|JO Holder|MA Chidambaram Stadium, Chepauk|3.17475|1
1398|JO Holder|Rajiv Gandhi International Stadium, Uppal|4.431|1
1399|JO Holder|Sawai Mansingh Stadium|6.306|1
1400|JO Holder|Sharjah Cricket Stadium|14.713999999999999|1
1401|JO Holder|Sheikh Zayed Stadium|14.713999999999999|1
1402|JP Behrendorff|Rajiv Gandhi International Stadium, Uppal|17.5|1
1403|JP Behrendorff|Wankhede Stadium|17.5|1
1404|JP Duminy|Barabati Stadium|2.6775|1
1405|JP Duminy|Buffalo Park|4.5525|1
1406|JP Duminy|Dr DY Patil Sports Academy|4.5525|1
1407|JP Duminy|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|10.177499999999998|1
1408|JP Duminy|Dubai International Cricket Stadium|2.6775|1
1409|JP Duminy|Eden Gardens|3.29625|1
1410|JP Duminy|Feroz Shah Kotla|3.5025|1
1411|JP Duminy|Himachal Pradesh Cricket Association Stadium|4.5525|1
1412|JP Duminy|Holkar Cricket Stadium|6.2475000000000005|1
1413|JP Duminy|Kingsmead|3.615|1
1414|JP Duminy|M Chinnaswamy Stadium|2.6775|1
1415|JP Duminy|M.Chinnaswamy Stadium|6.2475000000000005|1
1416|JP Duminy|MA Chidambaram Stadium, Chepauk|3.615|1
1417|JP Duminy|Maharashtra Cricket Association Stadium|6.4275|1
1418|JP Duminy|Punjab Cricket Association Stadium, Mohali|3.615|1
1419|JP Duminy|Rajiv Gandhi International Stadium, Uppal|2.6775|1
1420|JP Duminy|Sardar Patel Stadium, Motera|4.5525|1
1421|JP Duminy|Saurashtra Cricket Association Stadium|2.6775|1
1422|JP Duminy|Shaheed Veer Narayan Singh International Stadium|3.615|1
1423|JP Duminy|Sharjah Cricket Stadium|2.6775|1
1424|JP Duminy|Sheikh Zayed Stadium|2.6775|1
1425|JP Duminy|St George's Park|2.6775|1
1426|JP Duminy|Subrata Roy Sahara Stadium|2.6775|1
1427|JP Duminy|SuperSport Park|4.5525|1
1428|JP Duminy|Wankhede Stadium|3.93375|1
1429|JP Faulkner|Brabourne Stadium|8.32575|1
1430|JP Faulkner|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|5.832|1
1431|JP Faulkner|Dubai International Cricket Stadium|7.707|1
1432|JP Faulkner|Eden Gardens|7.08825|1
1433|JP Faulkner|Feroz Shah Kotla|7.707|1
1434|JP Faulkner|Green Park|8.6445|1
1435|JP Faulkner|JSCA International Stadium Complex|7.707|1
1436|JP Faulkner|M Chinnaswamy Stadium|7.707|1
1437|JP Faulkner|MA Chidambaram Stadium, Chepauk|9.582|1
1438|JP Faulkner|Maharashtra Cricket Association Stadium|8.17575|1
1439|JP Faulkner|Punjab Cricket Association IS Bindra Stadium, Mohali|5.832|1
1440|JP Faulkner|Punjab Cricket Association Stadium, Mohali|7.707|1
1441|JP Faulkner|Rajiv Gandhi International Stadium, Uppal|15.206999999999999|1
1442|JP Faulkner|Sardar Patel Stadium, Motera|6.9945|1
1443|JP Faulkner|Saurashtra Cricket Association Stadium|6.7695|1
1444|JP Faulkner|Sawai Mansingh Stadium|9.582|1
1445|JP Faulkner|Sharjah Cricket Stadium|7.707|1
1446|JP Faulkner|Sheikh Zayed Stadium|8.6445|1
1447|JP Faulkner|Subrata Roy Sahara Stadium|8.6445|1
1448|JP Faulkner|Wankhede Stadium|8.96325|1
1449|JPR Scantlebury-Searles|Eden Gardens|7.17675|1
1450|JPR Scantlebury-Searles|Holkar Cricket Stadium|11.55175|1
1451|JPR Scantlebury-Searles|Rajiv Gandhi International Stadium, Uppal|11.55175|1
1452|JR Hopes|Dr DY Patil Sports Academy|5.8125|1
1453|JR Hopes|Eden Gardens|5.8125|1
1454|JR Hopes|Feroz Shah Kotla|6.1875|1
1455|JR Hopes|Himachal Pradesh Cricket Association Stadium|3.9375|1
1456|JR Hopes|M Chinnaswamy Stadium|3.9375|1
1457|JR Hopes|MA Chidambaram Stadium, Chepauk|3.9375|1
1458|JR Hopes|Punjab Cricket Association Stadium, Mohali|5.34375|1
1459|JR Hopes|Rajiv Gandhi International Stadium, Uppal|5.8125|1
1460|JR Hopes|Sawai Mansingh Stadium|5.8125|1
1461|JR Hopes|Wankhede Stadium|4.5562499999999995|1
1462|JW Hastings|Eden Gardens|8.85|1
1463|JW Hastings|JSCA International Stadium Complex|8.85|1
1464|Jaskaran Singh|Barabati Stadium|6.021749999999999|1
1465|Jaskaran Singh|Brabourne Stadium|4.14675|1
1466|Jaskaran Singh|Dr DY Patil Sports Academy|6.959249999999999|1
1467|Jaskaran Singh|Eden Gardens|7.896749999999999|1
1468|Jaskaran Singh|MA Chidambaram Stadium, Chepauk|4.14675|1
1469|Jaskaran Singh|SuperSport Park|4.14675|1
1470|Joginder Sharma|Brabourne Stadium|6.375|1
1471|Joginder Sharma|Feroz Shah Kotla|6.375|1
1472|Joginder Sharma|Kingsmead|4.5|1
1473|Joginder Sharma|M Chinnaswamy Stadium|8.25|1
1474|Joginder Sharma|MA Chidambaram Stadium, Chepauk|6.84375|1
1475|Joginder Sharma|Newlands|6.375|1
1476|Joginder Sharma|Punjab Cricket Association Stadium, Mohali|6.375|1
1477|Joginder Sharma|Sardar Patel Stadium, Motera|4.5|1
1478|Joginder Sharma|St George's Park|6.375|1
1479|Joginder Sharma|Wankhede Stadium|5.4375|1
1480|K Goel|Brabourne Stadium|0.0|1
1481|K Goel|Kingsmead|0.0|1
1482|K Goel|Punjab Cricket Association Stadium, Mohali|0.0|1
1483|K Goel|SuperSport Park|0.0|1
1484|K Gowtham|Dubai International Cricket Stadium|7.161|1
1485|K Gowtham|Eden Gardens|11.536|1
1486|K Gowtham|Feroz Shah Kotla|7.161|1
1487|K Gowtham|Holkar Cricket Stadium|11.536|1
1488|K Gowtham|M.Chinnaswamy Stadium|11.536|1
1489|K Gowtham|MA Chidambaram Stadium, Chepauk|7.161|1
1490|K Gowtham|Maharashtra Cricket Association Stadium|7.161|1
1491|K Gowtham|Rajiv Gandhi International Stadium, Uppal|7.161|1
1492|K Gowtham|Sawai Mansingh Stadium|11.0985|1
1493|K Gowtham|Sheikh Zayed Stadium|11.536|1
1494|K Gowtham|Wankhede Stadium|7.161|1
1495|K Khejroliya|Eden Gardens|7.874999999999999|1
1496|K Khejroliya|M.Chinnaswamy Stadium|11.15625|1
1497|K Rabada|Dubai International Cricket Stadium|29.368499999999997|1
1498|K Rabada|Eden Gardens|45.455|2
1499|K Rabada|Feroz Shah Kotla|42.754999999999995|2
1500|K Rabada|M.Chinnaswamy Stadium|40.56849999999999|1
1501|K Rabada|Punjab Cricket Association IS Bindra Stadium, Mohali|46.07999999999999|2
1502|K Rabada|Rajiv Gandhi International Stadium, Uppal|40.56849999999999|1
1503|K Rabada|Sawai Mansingh Stadium|36.19349999999999|1
1504|K Rabada|Sharjah Cricket Stadium|30.374749999999995|1
1505|K Rabada|Sheikh Zayed Stadium|33.5685|1
1506|K Rabada|Wankhede Stadium|45.455|2
1507|K Santokie|Punjab Cricket Association Stadium, Mohali|9.6375|1
1508|K Santokie|Sardar Patel Stadium, Motera|11.5125|1
1509|K Upadhyay|Sawai Mansingh Stadium|0.0|1
1510|K Upadhyay|Subrata Roy Sahara Stadium|0.0|1
1511|KA Pollard|Barabati Stadium|3.9105|1
1512|KA Pollard|Brabourne Stadium|5.0355|1
1513|KA Pollard|Dr DY Patil Sports Academy|7.6605|1
1514|KA Pollard|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|5.7855|1
1515|KA Pollard|Dubai International Cricket Stadium|14.12875|2
1516|KA Pollard|Eden Gardens|5.7855|1
1517|KA Pollard|Feroz Shah Kotla|4.45425|1
1518|KA Pollard|Himachal Pradesh Cricket Association Stadium|5.7855|1
1519|KA Pollard|M Chinnaswamy Stadium|6.048|1
1520|KA Pollard|MA Chidambaram Stadium, Chepauk|6.723|1
1521|KA Pollard|Maharashtra Cricket Association Stadium|3.9105|1
1522|KA Pollard|Punjab Cricket Association IS Bindra Stadium, Mohali|3.9105|1
1523|KA Pollard|Punjab Cricket Association Stadium, Mohali|4.37925|1
1524|KA Pollard|Rajiv Gandhi International Stadium, Uppal|6.40425|1
1525|KA Pollard|Sardar Patel Stadium, Motera|3.9105|1
1526|KA Pollard|Sawai Mansingh Stadium|5.7855|1
1527|KA Pollard|Sharjah Cricket Stadium|9.1245|1
1528|KA Pollard|Sheikh Zayed Stadium|15.66|2
1529|KA Pollard|Wankhede Stadium|5.4479999999999995|1
1530|KAJ Roach|Dr DY Patil Sports Academy|0.0|1
1531|KAJ Roach|Eden Gardens|0.0|1
1532|KC Cariappa|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|4.0905|1
1533|KC Cariappa|Eden Gardens|5.9655|1
1534|KC Cariappa|Feroz Shah Kotla|5.9655|1
1535|KC Cariappa|M Chinnaswamy Stadium|4.0905|1
1536|KC Cariappa|Punjab Cricket Association IS Bindra Stadium, Mohali|5.9655|1
1537|KC Cariappa|Rajiv Gandhi International Stadium, Uppal|15.509999999999998|2
1538|KC Cariappa|Saurashtra Cricket Association Stadium|5.9655|1
1539|KH Pandya|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.12075|1
1540|KH Pandya|Dubai International Cricket Stadium|10.781749999999999|1
1541|KH Pandya|Eden Gardens|20.715|2
1542|KH Pandya|Feroz Shah Kotla|18.5275|2
1543|KH Pandya|Green Park|4.24575|1
1544|KH Pandya|Holkar Cricket Stadium|20.4025|2
1545|KH Pandya|M Chinnaswamy Stadium|5.502|1
1546|KH Pandya|M.Chinnaswamy Stadium|9.906749999999999|1
1547|KH Pandya|MA Chidambaram Stadium, Chepauk|16.46925|1
1548|KH Pandya|Maharashtra Cricket Association Stadium|22.9025|2
1549|KH Pandya|Punjab Cricket Association IS Bindra Stadium, Mohali|22.9025|2
1550|KH Pandya|Rajiv Gandhi International Stadium, Uppal|15.596249999999998|2
1551|KH Pandya|Saurashtra Cricket Association Stadium|9.870750000000001|1
1552|KH Pandya|Sawai Mansingh Stadium|12.094249999999999|1
1553|KH Pandya|Sharjah Cricket Stadium|11.350499999999998|1
1554|KH Pandya|Sheikh Zayed Stadium|12.094249999999999|1
1555|KH Pandya|Wankhede Stadium|19.54|2
1556|KJ Abbott|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|1.575|1
1557|KJ Abbott|M Chinnaswamy Stadium|3.4499999999999997|1
1558|KJ Abbott|Punjab Cricket Association IS Bindra Stadium, Mohali|2.5124999999999997|1
1559|KJ Abbott|Rajiv Gandhi International Stadium, Uppal|1.575|1
1560|KK Ahmed|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|38.0625|1
1561|KK Ahmed|Dubai International Cricket Stadium|31.937499999999996|1
1562|KK Ahmed|Eden Gardens|24.9375|1
1563|KK Ahmed|M.Chinnaswamy Stadium|38.0625|1
1564|KK Ahmed|MA Chidambaram Stadium, Chepauk|24.9375|1
1565|KK Ahmed|Rajiv Gandhi International Stadium, Uppal|35.875|1
1566|KK Ahmed|Sawai Mansingh Stadium|29.312499999999996|1
1567|KK Ahmed|Sheikh Zayed Stadium|29.312499999999996|1
1568|KK Ahmed|Wankhede Stadium|38.0625|1
1569|KK Cooper|Eden Gardens|11.354999999999999|1
1570|KK Cooper|Feroz Shah Kotla|9.479999999999999|1
1571|KK Cooper|JSCA International Stadium Complex|9.479999999999999|1
1572|KK Cooper|MA Chidambaram Stadium, Chepauk|9.479999999999999|1
1573|KK Cooper|Punjab Cricket Association Stadium, Mohali|10.417499999999999|1
1574|KK Cooper|Rajiv Gandhi International Stadium, Uppal|11.354999999999999|1
1575|KK Cooper|Sardar Patel Stadium, Motera|8.542499999999999|1
1576|KK Cooper|Sawai Mansingh Stadium|11.148749999999998|1
1577|KK Cooper|Subrata Roy Sahara Stadium|7.604999999999999|1
1578|KK Cooper|Wankhede Stadium|10.736249999999998|1
1579|KM Asif|Eden Gardens|22.487499999999997|1
1580|KM Asif|Maharashtra Cricket Association Stadium|26.862499999999997|1
1581|KMA Paul|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|23.513|1
1582|KMA Paul|Eden Gardens|23.513|1
1583|KMA Paul|Feroz Shah Kotla|14.762999999999998|1
1584|KMA Paul|Rajiv Gandhi International Stadium, Uppal|27.888|1
1585|KMA Paul|Wankhede Stadium|19.137999999999998|1
1586|KMDN Kulasekara|Dr DY Patil Sports Academy|7.5|1
1587|KMDN Kulasekara|MA Chidambaram Stadium, Chepauk|8.11875|1
1588|KMDN Kulasekara|Subrata Roy Sahara Stadium|7.5|1
1589|KP Appanna|Eden Gardens|4.032|1
1590|KP Appanna|Feroz Shah Kotla|7.782|1
1591|KP Appanna|Kingsmead|4.9695|1
1592|KP Appanna|M Chinnaswamy Stadium|4.65075|1
1593|KP Appanna|Sawai Mansingh Stadium|11.531999999999998|1
1594|KP Appanna|St George's Park|4.9695|1
1595|KP Appanna|Subrata Roy Sahara Stadium|5.907|1
1596|KP Appanna|SuperSport Park|4.032|1
1597|KP Appanna|Vidarbha Cricket Association Stadium, Jamtha|5.907|1
1598|KP Pietersen|Dr DY Patil Sports Academy|3.966|1
1599|KP Pietersen|Feroz Shah Kotla|3.49725|1
1600|KP Pietersen|Kingsmead|3.966|1
1601|KP Pietersen|M Chinnaswamy Stadium|4.903499999999999|1
1602|KP Pietersen|MA Chidambaram Stadium, Chepauk|4.903499999999999|1
1603|KP Pietersen|Newlands|6.778499999999999|1
1604|KP Pietersen|Punjab Cricket Association Stadium, Mohali|3.0285|1
1605|KP Pietersen|St George's Park|6.778499999999999|1
1606|KS Williamson|Eden Gardens|0.44999999999999996|1
1607|KS Williamson|Sharjah Cricket Stadium|1.0499999999999998|1
1608|KV Sharma|Brabourne Stadium|6.95775|1
1609|KV Sharma|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|5.701499999999999|1
1610|KV Sharma|Dubai International Cricket Stadium|22.255|2
1611|KV Sharma|Eden Gardens|20.317499999999995|2
1612|KV Sharma|Feroz Shah Kotla|7.576499999999999|1
1613|KV Sharma|JSCA International Stadium Complex|10.707749999999999|1
1614|KV Sharma|M Chinnaswamy Stadium|8.832749999999999|1
1615|KV Sharma|MA Chidambaram Stadium, Chepauk|5.08275|1
1616|KV Sharma|Maharashtra Cricket Association Stadium|20.60975|1
1617|KV Sharma|Punjab Cricket Association IS Bindra Stadium, Mohali|5.08275|1
1618|KV Sharma|Punjab Cricket Association Stadium, Mohali|6.95775|1
1619|KV Sharma|Rajiv Gandhi International Stadium, Uppal|22.42375|2
1620|KV Sharma|Sardar Patel Stadium, Motera|6.95775|1
1621|KV Sharma|Sawai Mansingh Stadium|16.9425|2
1622|KV Sharma|Shaheed Veer Narayan Singh International Stadium|7.895249999999999|1
1623|KV Sharma|Sharjah Cricket Stadium|17.88|2
1624|KV Sharma|Sheikh Zayed Stadium|25.6925|2
1625|KV Sharma|Subrata Roy Sahara Stadium|6.95775|1
1626|KV Sharma|Wankhede Stadium|24.129999999999995|2
1627|KW Richardson|Feroz Shah Kotla|9.1065|1
1628|KW Richardson|M Chinnaswamy Stadium|10.9815|1
1629|KW Richardson|Maharashtra Cricket Association Stadium|14.7315|1
1630|KW Richardson|Rajiv Gandhi International Stadium, Uppal|10.9815|1
1631|KW Richardson|Sardar Patel Stadium, Motera|7.2315|1
1632|KW Richardson|Saurashtra Cricket Association Stadium|9.1065|1
1633|KW Richardson|Shaheed Veer Narayan Singh International Stadium|7.2315|1
1634|KW Richardson|Sharjah Cricket Stadium|9.1065|1
1635|KW Richardson|Sheikh Zayed Stadium|10.9815|1
1636|KW Richardson|Subrata Roy Sahara Stadium|9.1065|1
1637|KW Richardson|Wankhede Stadium|9.1065|1
1638|Kamran Khan|Brabourne Stadium|5.625|1
1639|Kamran Khan|Eden Gardens|9.375|1
1640|Kamran Khan|M Chinnaswamy Stadium|5.625|1
1641|Kamran Khan|Newlands|10.63125|1
1642|Kamran Khan|Sawai Mansingh Stadium|9.375|1
1643|Kamran Khan|SuperSport Park|6.5625|1
1644|Karanveer Singh|Eden Gardens|13.324499999999999|1
1645|Karanveer Singh|M Chinnaswamy Stadium|11.449499999999999|1
1646|Karanveer Singh|MA Chidambaram Stadium, Chepauk|9.574499999999999|1
1647|Karanveer Singh|Maharashtra Cricket Association Stadium|7.6995|1
1648|Karanveer Singh|Punjab Cricket Association Stadium, Mohali|10.83075|1
1649|Karanveer Singh|Wankhede Stadium|9.574499999999999|1
1650|Kuldeep Yadav|Dubai International Cricket Stadium|17.610249999999997|1
1651|Kuldeep Yadav|Eden Gardens|25.701249999999995|2
1652|Kuldeep Yadav|Feroz Shah Kotla|28.2825|2
1653|Kuldeep Yadav|Holkar Cricket Stadium|17.610249999999997|1
1654|Kuldeep Yadav|M.Chinnaswamy Stadium|17.610249999999997|1
1655|Kuldeep Yadav|MA Chidambaram Stadium, Chepauk|15.422749999999999|1
1656|Kuldeep Yadav|Maharashtra Cricket Association Stadium|9.42225|1
1657|Kuldeep Yadav|Punjab Cricket Association IS Bindra Stadium, Mohali|9.42225|1
1658|Kuldeep Yadav|Rajiv Gandhi International Stadium, Uppal|23.282499999999995|2
1659|Kuldeep Yadav|Saurashtra Cricket Association Stadium|9.42225|1
1660|Kuldeep Yadav|Sawai Mansingh Stadium|15.422749999999999|1
1661|Kuldeep Yadav|Sheikh Zayed Stadium|13.235249999999999|1
1662|Kuldeep Yadav|Wankhede Stadium|20.7825|2
1663|L Ablish|Feroz Shah Kotla|8.7|1
1664|L Ablish|M Chinnaswamy Stadium|4.95|1
1665|L Ablish|Punjab Cricket Association Stadium, Mohali|10.575|1
1666|L Balaji|Barabati Stadium|9.802499999999998|1
1667|L Balaji|Brabourne Stadium|7.927499999999998|1
1668|L Balaji|Buffalo Park|6.052499999999999|1
1669|L Balaji|De Beers Diamond Oval|7.927499999999998|1
1670|L Balaji|Dr DY Patil Sports Academy|7.927499999999998|1
1671|L Balaji|Dubai International Cricket Stadium|7.927499999999998|1
1672|L Balaji|Eden Gardens|7.927499999999998|1
1673|L Balaji|Feroz Shah Kotla|9.802499999999998|1
1674|L Balaji|JSCA International Stadium Complex|8.864999999999998|1
1675|L Balaji|Kingsmead|8.864999999999998|1
1676|L Balaji|M Chinnaswamy Stadium|8.864999999999998|1
1677|L Balaji|MA Chidambaram Stadium, Chepauk|8.396249999999998|1
1678|L Balaji|New Wanderers Stadium|6.052499999999999|1
1679|L Balaji|Punjab Cricket Association Stadium, Mohali|7.927499999999998|1
1680|L Balaji|Rajiv Gandhi International Stadium, Uppal|7.927499999999998|1
1681|L Balaji|Sawai Mansingh Stadium|6.052499999999999|1
1682|L Balaji|Shaheed Veer Narayan Singh International Stadium|7.927499999999998|1
1683|L Balaji|Sharjah Cricket Stadium|9.802499999999998|1
1684|L Balaji|Sheikh Zayed Stadium|8.864999999999998|1
1685|L Balaji|St George's Park|7.927499999999998|1
1686|L Balaji|Subrata Roy Sahara Stadium|9.183749999999998|1
1687|L Balaji|SuperSport Park|9.183749999999998|1
1688|L Balaji|Wankhede Stadium|6.989999999999999|1
1689|L Ngidi|Dubai International Cricket Stadium|33.87649999999999|1
1690|L Ngidi|Eden Gardens|29.501499999999997|1
1691|L Ngidi|Feroz Shah Kotla|33.87649999999999|1
1692|L Ngidi|Maharashtra Cricket Association Stadium|35.320249999999994|1
1693|L Ngidi|Sharjah Cricket Stadium|33.87649999999999|1
1694|L Ngidi|Sheikh Zayed Stadium|38.25149999999999|1
1695|L Ngidi|Wankhede Stadium|31.688999999999997|1
1696|LA Carseldine|SuperSport Park|8.4|1
1697|LE Plunkett|Feroz Shah Kotla|10.127249999999998|1
1698|LE Plunkett|Maharashtra Cricket Association Stadium|7.502249999999999|1
1699|LE Plunkett|Rajiv Gandhi International Stadium, Uppal|11.87725|1
1700|LH Ferguson|Dubai International Cricket Stadium|7.9905|1
1701|LH Ferguson|Eden Gardens|9.43425|1
1702|LH Ferguson|Feroz Shah Kotla|12.365499999999999|1
1703|LH Ferguson|M.Chinnaswamy Stadium|7.9905|1
1704|LH Ferguson|Maharashtra Cricket Association Stadium|9.0495|1
1705|LH Ferguson|Rajiv Gandhi International Stadium, Uppal|5.299499999999999|1
1706|LH Ferguson|Saurashtra Cricket Association Stadium|3.4245|1
1707|LH Ferguson|Sharjah Cricket Stadium|12.365499999999999|1
1708|LH Ferguson|Sheikh Zayed Stadium|16.740499999999997|1
1709|LH Ferguson|Wankhede Stadium|5.299499999999999|1
1710|LJ Wright|JSCA International Stadium Complex|1.19925|1
1711|LJ Wright|M Chinnaswamy Stadium|3.07425|1
1712|LJ Wright|Punjab Cricket Association Stadium, Mohali|1.19925|1
1713|LJ Wright|Shaheed Veer Narayan Singh International Stadium|1.19925|1
1714|LJ Wright|Subrata Roy Sahara Stadium|2.13675|1
1715|LMP Simmons|Barabati Stadium|6.825|1
1716|LPC Silva|Rajiv Gandhi International Stadium, Uppal|-0.6749999999999999|1
1717|LR Shukla|Buffalo Park|3.12525|1
1718|LR Shukla|Dr DY Patil Sports Academy|5.00025|1
1719|LR Shukla|Dubai International Cricket Stadium|3.12525|1
1720|LR Shukla|Eden Gardens|4.3815|1
1721|LR Shukla|Feroz Shah Kotla|3.7439999999999998|1
1722|LR Shukla|Kingsmead|5.00025|1
1723|LR Shukla|M Chinnaswamy Stadium|5.00025|1
1724|LR Shukla|MA Chidambaram Stadium, Chepauk|3.12525|1
