Player|venue|career_dream11_score
JEC Franklin|Wankhede Stadium|14.09
JEC Franklin|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|8.72
JH Kallis|Barabati Stadium|15.74
JH Kallis|Brabourne Stadium|20.84
JH Kallis|Dr DY Patil Sports Academy|16.39
JH Kallis|Dubai International Cricket Stadium|15.88
JH Kallis|Eden Gardens|17.79
JH Kallis|Feroz Shah Kotla|18.64
JH Kallis|JSCA International Stadium Complex|17.65
JH Kallis|Kingsmead|18.6
JH Kallis|M Chinnaswamy Stadium|17.48
JH Kallis|MA Chidambaram Stadium, Chepauk|18.7
JH Kallis|Nehru Stadium|19.26
JH Kallis|New Wanderers Stadium|17.78
JH Kallis|Newlands|15.14
JH Kallis|Punjab Cricket Association Stadium, Mohali|17.5
JH Kallis|Rajiv Gandhi International Stadium, Uppal|16.75
JH Kallis|Sawai Mansingh Stadium|16.71
JH Kallis|Shaheed Veer Narayan Singh International Stadium|16.78
JH Kallis|Sharjah Cricket Stadium|19.11
JH Kallis|Sheikh Zayed Stadium|16.98
JH Kallis|St George's Park|14.91
JH Kallis|Subrata Roy Sahara Stadium|18.89
JH Kallis|SuperSport Park|15.8
JH Kallis|Vidarbha Cricket Association Stadium, Jamtha|16.04
JH Kallis|Wankhede Stadium|17.4
JJ Bumrah|Barabati Stadium|7.22
JJ Bumrah|Brabourne Stadium|7.22
JJ Bumrah|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|9.4
JJ Bumrah|Dubai International Cricket Stadium|31.23
JJ Bumrah|Eden Gardens|25.59
JJ Bumrah|Feroz Shah Kotla|31.22
JJ Bumrah|Green Park|9.1
JJ Bumrah|Holkar Cricket Stadium|27.78
JJ Bumrah|M Chinnaswamy Stadium|10.6
JJ Bumrah|M.Chinnaswamy Stadium|26.33
JJ Bumrah|MA Chidambaram Stadium, Chepauk|19.77
JJ Bumrah|Maharashtra Cricket Association Stadium|24.34
JJ Bumrah|Punjab Cricket Association IS Bindra Stadium, Mohali|27.15
JJ Bumrah|Punjab Cricket Association Stadium, Mohali|12.85
JJ Bumrah|Rajiv Gandhi International Stadium, Uppal|30.94
JJ Bumrah|Sardar Patel Stadium, Motera|7.22
JJ Bumrah|Saurashtra Cricket Association Stadium|12.85
JJ Bumrah|Sawai Mansingh Stadium|21.96
JJ Bumrah|Sharjah Cricket Stadium|24.15
JJ Bumrah|Sheikh Zayed Stadium|23.36
JJ Bumrah|Wankhede Stadium|30.55
JJ van der Wath|Himachal Pradesh Cricket Association Stadium|6.75
JJ van der Wath|MA Chidambaram Stadium, Chepauk|11.25
JJ van der Wath|Rajiv Gandhi International Stadium, Uppal|8.33
JM Kemp|Eden Gardens|10.6
JM Kemp|Feroz Shah Kotla|8.65
JM Kemp|Himachal Pradesh Cricket Association Stadium|4.97
JM Kemp|MA Chidambaram Stadium, Chepauk|10.0
JO Holder|Dubai International Cricket Stadium|25.86
JO Holder|Eden Gardens|10.28
JO Holder|Feroz Shah Kotla|11.66
JO Holder|Green Park|9.6
JO Holder|M Chinnaswamy Stadium|6.56
JO Holder|MA Chidambaram Stadium, Chepauk|7.17
JO Holder|Rajiv Gandhi International Stadium, Uppal|8.43
JO Holder|Sawai Mansingh Stadium|10.31
JO Holder|Sharjah Cricket Stadium|28.09
JO Holder|Sheikh Zayed Stadium|26.61
JP Behrendorff|Rajiv Gandhi International Stadium, Uppal|17.5
JP Behrendorff|Wankhede Stadium|17.5
JP Duminy|Barabati Stadium|14.11
JP Duminy|Buffalo Park|17.18
JP Duminy|Dr DY Patil Sports Academy|16.03
JP Duminy|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|22.78
JP Duminy|Dubai International Cricket Stadium|16.06
JP Duminy|Eden Gardens|15.23
JP Duminy|Feroz Shah Kotla|16.51
JP Duminy|Himachal Pradesh Cricket Association Stadium|16.13
JP Duminy|Holkar Cricket Stadium|9.62
JP Duminy|Kingsmead|17.05
JP Duminy|M Chinnaswamy Stadium|16.43
JP Duminy|M.Chinnaswamy Stadium|30.7
JP Duminy|MA Chidambaram Stadium, Chepauk|15.12
JP Duminy|Maharashtra Cricket Association Stadium|18.68
JP Duminy|Punjab Cricket Association Stadium, Mohali|15.91
JP Duminy|Rajiv Gandhi International Stadium, Uppal|15.7
JP Duminy|Sardar Patel Stadium, Motera|15.83
JP Duminy|Saurashtra Cricket Association Stadium|14.33
JP Duminy|Shaheed Veer Narayan Singh International Stadium|15.17
JP Duminy|Sharjah Cricket Stadium|16.58
JP Duminy|Sheikh Zayed Stadium|14.48
JP Duminy|St George's Park|16.83
JP Duminy|Subrata Roy Sahara Stadium|15.31
JP Duminy|SuperSport Park|17.52
JP Duminy|Wankhede Stadium|35.93
JP Duminy|Brabourne Stadium|13.57
JP Duminy|New Wanderers Stadium|10.76
JP Duminy|Newlands|11.36
JP Duminy|Sawai Mansingh Stadium|14.02
JP Faulkner|Brabourne Stadium|15.5
JP Faulkner|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|12.36
JP Faulkner|Dubai International Cricket Stadium|14.09
JP Faulkner|Eden Gardens|13.35
JP Faulkner|Feroz Shah Kotla|14.74
JP Faulkner|Green Park|15.55
JP Faulkner|JSCA International Stadium Complex|13.86
JP Faulkner|M Chinnaswamy Stadium|15.44
JP Faulkner|MA Chidambaram Stadium, Chepauk|16.86
JP Faulkner|Maharashtra Cricket Association Stadium|15.47
JP Faulkner|Punjab Cricket Association IS Bindra Stadium, Mohali|8.3
JP Faulkner|Punjab Cricket Association Stadium, Mohali|16.41
JP Faulkner|Rajiv Gandhi International Stadium, Uppal|21.74
JP Faulkner|Sardar Patel Stadium, Motera|13.82
JP Faulkner|Saurashtra Cricket Association Stadium|14.35
JP Faulkner|Sawai Mansingh Stadium|15.96
JP Faulkner|Sharjah Cricket Stadium|14.39
JP Faulkner|Sheikh Zayed Stadium|15.1
JP Faulkner|Subrata Roy Sahara Stadium|15.55
JP Faulkner|Wankhede Stadium|16.09
JPR Scantlebury-Searles|Eden Gardens|20.46
JPR Scantlebury-Searles|Holkar Cricket Stadium|25.54
JPR Scantlebury-Searles|Rajiv Gandhi International Stadium, Uppal|20.55
JR Hopes|Dr DY Patil Sports Academy|16.17
JR Hopes|Eden Gardens|16.17
JR Hopes|Feroz Shah Kotla|17.45
JR Hopes|Himachal Pradesh Cricket Association Stadium|13.85
JR Hopes|M Chinnaswamy Stadium|13.7
JR Hopes|MA Chidambaram Stadium, Chepauk|14.15
JR Hopes|Punjab Cricket Association Stadium, Mohali|17.86
JR Hopes|Rajiv Gandhi International Stadium, Uppal|16.47
JR Hopes|Sawai Mansingh Stadium|16.4
JR Hopes|Wankhede Stadium|15.37
JW Hastings|Eden Gardens|8.85
JW Hastings|JSCA International Stadium Complex|8.85
Jaskaran Singh|Barabati Stadium|5.93
Jaskaran Singh|Brabourne Stadium|3.83
Jaskaran Singh|Dr DY Patil Sports Academy|6.83
Jaskaran Singh|Eden Gardens|7.9
Jaskaran Singh|MA Chidambaram Stadium, Chepauk|4.15
Jaskaran Singh|SuperSport Park|4.15
Joginder Sharma|Brabourne Stadium|9.12
Joginder Sharma|Feroz Shah Kotla|9.12
Joginder Sharma|Kingsmead|9.01
Joginder Sharma|M Chinnaswamy Stadium|11.0
Joginder Sharma|MA Chidambaram Stadium, Chepauk|12.26
Joginder Sharma|Newlands|11.79
Joginder Sharma|Punjab Cricket Association Stadium, Mohali|9.12
Joginder Sharma|Sardar Patel Stadium, Motera|7.25
Joginder Sharma|St George's Park|9.12
Joginder Sharma|Wankhede Stadium|9.65
Joginder Sharma|Sawai Mansingh Stadium|4.21
K Goel|Brabourne Stadium|6.64
K Goel|Kingsmead|7.34
K Goel|Punjab Cricket Association Stadium, Mohali|7.55
K Goel|SuperSport Park|7.84
K Goel|MA Chidambaram Stadium, Chepauk|6.64
K Goel|Newlands|9.41
K Goel|Sawai Mansingh Stadium|8.51
K Gowtham|Dubai International Cricket Stadium|23.61
K Gowtham|Eden Gardens|25.54
K Gowtham|Feroz Shah Kotla|22.21
K Gowtham|Holkar Cricket Stadium|25.36
K Gowtham|M.Chinnaswamy Stadium|15.72
K Gowtham|MA Chidambaram Stadium, Chepauk|21.69
K Gowtham|Maharashtra Cricket Association Stadium|20.29
K Gowtham|Rajiv Gandhi International Stadium, Uppal|20.11
K Gowtham|Sawai Mansingh Stadium|26.08
K Gowtham|Sheikh Zayed Stadium|28.34
K Gowtham|Wankhede Stadium|20.11
K Khejroliya|Eden Gardens|7.87
K Khejroliya|M.Chinnaswamy Stadium|11.16
K Rabada|Dubai International Cricket Stadium|38.35
K Rabada|Eden Gardens|48.56
K Rabada|Feroz Shah Kotla|52.81
K Rabada|M.Chinnaswamy Stadium|43.68
K Rabada|Punjab Cricket Association IS Bindra Stadium, Mohali|55.91
K Rabada|Rajiv Gandhi International Stadium, Uppal|48.15
K Rabada|Sawai Mansingh Stadium|39.3
K Rabada|Sharjah Cricket Stadium|37.96
K Rabada|Sheikh Zayed Stadium|42.9
K Rabada|Wankhede Stadium|53.63
K Santokie|Punjab Cricket Association Stadium, Mohali|13.64
K Santokie|Sardar Patel Stadium, Motera|15.51
K Upadhyay|Sawai Mansingh Stadium|2.67
K Upadhyay|Subrata Roy Sahara Stadium|5.26
KA Pollard|Barabati Stadium|16.22
KA Pollard|Brabourne Stadium|18.18
KA Pollard|Dr DY Patil Sports Academy|20.89
KA Pollard|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|18.56
KA Pollard|Dubai International Cricket Stadium|47.45
KA Pollard|Eden Gardens|37.62
KA Pollard|Feroz Shah Kotla|33.89
KA Pollard|Himachal Pradesh Cricket Association Stadium|18.99
KA Pollard|M Chinnaswamy Stadium|19.59
KA Pollard|MA Chidambaram Stadium, Chepauk|36.73
KA Pollard|Maharashtra Cricket Association Stadium|17.49
KA Pollard|Punjab Cricket Association IS Bindra Stadium, Mohali|32.38
KA Pollard|Punjab Cricket Association Stadium, Mohali|16.73
KA Pollard|Rajiv Gandhi International Stadium, Uppal|40.08
KA Pollard|Sardar Patel Stadium, Motera|18.62
KA Pollard|Sawai Mansingh Stadium|35.74
KA Pollard|Sharjah Cricket Stadium|43.86
KA Pollard|Sheikh Zayed Stadium|45.49
KA Pollard|Wankhede Stadium|37.52
KA Pollard|Green Park|12.23
KA Pollard|M.Chinnaswamy Stadium|21.67
KA Pollard|Saurashtra Cricket Association Stadium|12.68
KAJ Roach|Dr DY Patil Sports Academy|7.22
KAJ Roach|Eden Gardens|4.0
KC Cariappa|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.64
KC Cariappa|Eden Gardens|8.52
KC Cariappa|Feroz Shah Kotla|9.94
KC Cariappa|M Chinnaswamy Stadium|8.89
KC Cariappa|Punjab Cricket Association IS Bindra Stadium, Mohali|8.52
KC Cariappa|Rajiv Gandhi International Stadium, Uppal|24.21
KC Cariappa|Saurashtra Cricket Association Stadium|9.94
KH Pandya|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|17.77
KH Pandya|Dubai International Cricket Stadium|29.58
KH Pandya|Eden Gardens|45.07
KH Pandya|Feroz Shah Kotla|46.37
KH Pandya|Green Park|13.15
KH Pandya|Holkar Cricket Stadium|41.83
KH Pandya|M Chinnaswamy Stadium|17.18
KH Pandya|M.Chinnaswamy Stadium|28.01
KH Pandya|MA Chidambaram Stadium, Chepauk|32.56
KH Pandya|Maharashtra Cricket Association Stadium|31.73
KH Pandya|Punjab Cricket Association IS Bindra Stadium, Mohali|40.65
KH Pandya|Rajiv Gandhi International Stadium, Uppal|42.38
KH Pandya|Saurashtra Cricket Association Stadium|20.65
KH Pandya|Sawai Mansingh Stadium|28.88
KH Pandya|Sharjah Cricket Stadium|29.1
KH Pandya|Sheikh Zayed Stadium|29.29
KH Pandya|Wankhede Stadium|45.68
KJ Abbott|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|3.6
KJ Abbott|M Chinnaswamy Stadium|5.4
KJ Abbott|Punjab Cricket Association IS Bindra Stadium, Mohali|5.36
KJ Abbott|Rajiv Gandhi International Stadium, Uppal|1.58
KK Ahmed|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|38.06
KK Ahmed|Dubai International Cricket Stadium|29.31
KK Ahmed|Eden Gardens|24.94
KK Ahmed|M.Chinnaswamy Stadium|38.06
KK Ahmed|MA Chidambaram Stadium, Chepauk|24.94
KK Ahmed|Rajiv Gandhi International Stadium, Uppal|33.25
KK Ahmed|Sawai Mansingh Stadium|29.31
KK Ahmed|Sheikh Zayed Stadium|29.31
KK Ahmed|Wankhede Stadium|38.06
KK Cooper|Eden Gardens|19.85
KK Cooper|Feroz Shah Kotla|17.82
KK Cooper|JSCA International Stadium Complex|13.96
KK Cooper|MA Chidambaram Stadium, Chepauk|13.96
KK Cooper|Punjab Cricket Association Stadium, Mohali|18.76
KK Cooper|Rajiv Gandhi International Stadium, Uppal|21.5
KK Cooper|Sardar Patel Stadium, Motera|18.12
KK Cooper|Sawai Mansingh Stadium|19.79
KK Cooper|Subrata Roy Sahara Stadium|12.08
KK Cooper|Wankhede Stadium|19.72
KM Asif|Eden Gardens|22.49
KM Asif|Maharashtra Cricket Association Stadium|26.86
KMA Paul|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|29.71
KMA Paul|Eden Gardens|29.01
KMA Paul|Feroz Shah Kotla|20.26
KMA Paul|Rajiv Gandhi International Stadium, Uppal|34.61
KMA Paul|Wankhede Stadium|25.16
KMDN Kulasekara|Dr DY Patil Sports Academy|13.5
KMDN Kulasekara|MA Chidambaram Stadium, Chepauk|16.74
KMDN Kulasekara|Subrata Roy Sahara Stadium|13.5
KP Appanna|Eden Gardens|4.6
KP Appanna|Feroz Shah Kotla|7.9
KP Appanna|Kingsmead|5.02
KP Appanna|M Chinnaswamy Stadium|5.22
KP Appanna|Sawai Mansingh Stadium|12.1
KP Appanna|St George's Park|5.54
KP Appanna|Subrata Roy Sahara Stadium|6.48
KP Appanna|SuperSport Park|4.6
KP Appanna|Vidarbha Cricket Association Stadium, Jamtha|6.03
KP Pietersen|Dr DY Patil Sports Academy|17.16
KP Pietersen|Feroz Shah Kotla|17.3
KP Pietersen|Kingsmead|15.85
KP Pietersen|M Chinnaswamy Stadium|18.33
KP Pietersen|MA Chidambaram Stadium, Chepauk|18.03
KP Pietersen|Newlands|19.79
KP Pietersen|Punjab Cricket Association Stadium, Mohali|19.08
KP Pietersen|St George's Park|19.56
KP Pietersen|Dubai International Cricket Stadium|12.6
KP Pietersen|Maharashtra Cricket Association Stadium|11.4
KP Pietersen|Punjab Cricket Association IS Bindra Stadium, Mohali|12.52
KP Pietersen|Sardar Patel Stadium, Motera|12.37
KP Pietersen|Saurashtra Cricket Association Stadium|14.17
KP Pietersen|Sawai Mansingh Stadium|15.07
KP Pietersen|Sharjah Cricket Stadium|13.35
KP Pietersen|Subrata Roy Sahara Stadium|13.42
KP Pietersen|Wankhede Stadium|13.25
KS Williamson|Eden Gardens|40.68
KS Williamson|Sharjah Cricket Stadium|27.65
KS Williamson|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|41.25
KS Williamson|Dubai International Cricket Stadium|29.8
KS Williamson|Feroz Shah Kotla|51.4
KS Williamson|M Chinnaswamy Stadium|14.14
KS Williamson|M.Chinnaswamy Stadium|38.85
KS Williamson|MA Chidambaram Stadium, Chepauk|15.0
KS Williamson|Maharashtra Cricket Association Stadium|45.57
KS Williamson|Punjab Cricket Association IS Bindra Stadium, Mohali|48.57
KS Williamson|Rajiv Gandhi International Stadium, Uppal|42.03
KS Williamson|Sawai Mansingh Stadium|32.28
KS Williamson|Sheikh Zayed Stadium|33.82
KS Williamson|Wankhede Stadium|30.14
KV Sharma|Brabourne Stadium|8.99
KV Sharma|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|11.57
KV Sharma|Dubai International Cricket Stadium|24.28
KV Sharma|Eden Gardens|25.69
KV Sharma|Feroz Shah Kotla|12.17
KV Sharma|JSCA International Stadium Complex|12.74
KV Sharma|M Chinnaswamy Stadium|14.28
KV Sharma|MA Chidambaram Stadium, Chepauk|9.82
KV Sharma|Maharashtra Cricket Association Stadium|22.64
KV Sharma|Punjab Cricket Association IS Bindra Stadium, Mohali|7.11
KV Sharma|Punjab Cricket Association Stadium, Mohali|12.26
KV Sharma|Rajiv Gandhi International Stadium, Uppal|27.51
KV Sharma|Sardar Patel Stadium, Motera|11.4
KV Sharma|Sawai Mansingh Stadium|21.83
KV Sharma|Shaheed Veer Narayan Singh International Stadium|13.53
KV Sharma|Sharjah Cricket Stadium|23.33
KV Sharma|Sheikh Zayed Stadium|30.43
KV Sharma|Subrata Roy Sahara Stadium|11.92
KV Sharma|Wankhede Stadium|29.24
KV Sharma|Newlands|4.51
KW Richardson|Feroz Shah Kotla|12.25
KW Richardson|M Chinnaswamy Stadium|14.12
KW Richardson|Maharashtra Cricket Association Stadium|17.87
KW Richardson|Rajiv Gandhi International Stadium, Uppal|14.12
KW Richardson|Sardar Patel Stadium, Motera|12.08
KW Richardson|Saurashtra Cricket Association Stadium|12.25
KW Richardson|Shaheed Veer Narayan Singh International Stadium|10.37
KW Richardson|Sharjah Cricket Stadium|12.25
KW Richardson|Sheikh Zayed Stadium|14.12
KW Richardson|Subrata Roy Sahara Stadium|15.15
KW Richardson|Wankhede Stadium|13.95
Kamran Khan|Brabourne Stadium|9.62
Kamran Khan|Eden Gardens|13.38
Kamran Khan|M Chinnaswamy Stadium|9.62
Kamran Khan|Newlands|14.52
Kamran Khan|Sawai Mansingh Stadium|13.38
Kamran Khan|SuperSport Park|10.56
Karanveer Singh|Eden Gardens|15.24
Karanveer Singh|M Chinnaswamy Stadium|13.59
Karanveer Singh|MA Chidambaram Stadium, Chepauk|11.56
Karanveer Singh|Maharashtra Cricket Association Stadium|9.91
Karanveer Singh|Punjab Cricket Association Stadium, Mohali|12.61
Karanveer Singh|Wankhede Stadium|11.35
Kuldeep Yadav|Dubai International Cricket Stadium|20.11
Kuldeep Yadav|Eden Gardens|30.78
Kuldeep Yadav|Feroz Shah Kotla|33.26
Kuldeep Yadav|Holkar Cricket Stadium|20.11
Kuldeep Yadav|M.Chinnaswamy Stadium|20.11
Kuldeep Yadav|MA Chidambaram Stadium, Chepauk|18.92
Kuldeep Yadav|Maharashtra Cricket Association Stadium|11.92
Kuldeep Yadav|Punjab Cricket Association IS Bindra Stadium, Mohali|11.92
Kuldeep Yadav|Rajiv Gandhi International Stadium, Uppal|25.78
Kuldeep Yadav|Saurashtra Cricket Association Stadium|11.92
Kuldeep Yadav|Sawai Mansingh Stadium|17.92
Kuldeep Yadav|Sheikh Zayed Stadium|17.86
Kuldeep Yadav|Wankhede Stadium|23.28
L Ablish|Feroz Shah Kotla|8.7
L Ablish|M Chinnaswamy Stadium|4.28
L Ablish|Punjab Cricket Association Stadium, Mohali|10.58
L Balaji|Barabati Stadium|11.17
L Balaji|Brabourne Stadium|9.3
L Balaji|Buffalo Park|7.42
L Balaji|De Beers Diamond Oval|9.3
L Balaji|Dr DY Patil Sports Academy|9.3
L Balaji|Dubai International Cricket Stadium|9.3
L Balaji|Eden Gardens|9.46
L Balaji|Feroz Shah Kotla|11.19
L Balaji|JSCA International Stadium Complex|10.24
L Balaji|Kingsmead|10.1
L Balaji|M Chinnaswamy Stadium|10.06
L Balaji|MA Chidambaram Stadium, Chepauk|10.01
L Balaji|New Wanderers Stadium|7.36
L Balaji|Punjab Cricket Association Stadium, Mohali|9.3
L Balaji|Rajiv Gandhi International Stadium, Uppal|9.3
L Balaji|Sawai Mansingh Stadium|7.42
L Balaji|Shaheed Veer Narayan Singh International Stadium|9.3
L Balaji|Sharjah Cricket Stadium|11.17
L Balaji|Sheikh Zayed Stadium|10.03
L Balaji|St George's Park|9.3
L Balaji|Subrata Roy Sahara Stadium|10.55
L Balaji|SuperSport Park|10.55
L Balaji|Wankhede Stadium|8.15
L Ngidi|Dubai International Cricket Stadium|35.02
L Ngidi|Eden Gardens|30.64
L Ngidi|Feroz Shah Kotla|35.02
L Ngidi|Maharashtra Cricket Association Stadium|36.46
L Ngidi|Sharjah Cricket Stadium|35.02
L Ngidi|Sheikh Zayed Stadium|39.39
L Ngidi|Wankhede Stadium|32.83
LA Carseldine|SuperSport Park|20.42
LA Carseldine|De Beers Diamond Oval|11.98
LA Carseldine|Kingsmead|12.54
LA Carseldine|St George's Park|14.26
LE Plunkett|Feroz Shah Kotla|10.67
LE Plunkett|Maharashtra Cricket Association Stadium|9.79
LE Plunkett|Rajiv Gandhi International Stadium, Uppal|14.17
LH Ferguson|Dubai International Cricket Stadium|7.99
LH Ferguson|Eden Gardens|9.43
LH Ferguson|Feroz Shah Kotla|12.37
LH Ferguson|M.Chinnaswamy Stadium|7.99
LH Ferguson|Maharashtra Cricket Association Stadium|9.05
LH Ferguson|Rajiv Gandhi International Stadium, Uppal|5.3
LH Ferguson|Saurashtra Cricket Association Stadium|3.72
LH Ferguson|Sharjah Cricket Stadium|17.09
LH Ferguson|Sheikh Zayed Stadium|20.59
LH Ferguson|Wankhede Stadium|5.3
LJ Wright|JSCA International Stadium Complex|3.49
LJ Wright|M Chinnaswamy Stadium|12.15
LJ Wright|Punjab Cricket Association Stadium, Mohali|12.3
LJ Wright|Shaheed Veer Narayan Singh International Stadium|11.18
LJ Wright|Subrata Roy Sahara Stadium|12.41
LMP Simmons|Barabati Stadium|21.91
LMP Simmons|Brabourne Stadium|19.21
LMP Simmons|Eden Gardens|16.74
LMP Simmons|Feroz Shah Kotla|17.23
LMP Simmons|M Chinnaswamy Stadium|16.51
LMP Simmons|MA Chidambaram Stadium, Chepauk|17.04
LMP Simmons|Punjab Cricket Association Stadium, Mohali|20.6
LMP Simmons|Rajiv Gandhi International Stadium, Uppal|16.44
LMP Simmons|Sardar Patel Stadium, Motera|18.84
LMP Simmons|Wankhede Stadium|16.48
LPC Silva|Rajiv Gandhi International Stadium, Uppal|13.64
LPC Silva|Punjab Cricket Association Stadium, Mohali|15.4
LR Shukla|Buffalo Park|9.45
LR Shukla|Dr DY Patil Sports Academy|7.72
LR Shukla|Dubai International Cricket Stadium|5.85
LR Shukla|Eden Gardens|11.21
LR Shukla|Feroz Shah Kotla|10.4
LR Shukla|Kingsmead|12.75
LR Shukla|M Chinnaswamy Stadium|11.25
LR Shukla|MA Chidambaram Stadium, Chepauk|10.43
LR Shukla|Rajiv Gandhi International Stadium, Uppal|11.93
LR Shukla|Sawai Mansingh Stadium|11.18
LR Shukla|Sharjah Cricket Stadium|5.85
LR Shukla|St George's Park|12.26
LR Shukla|Newlands|6.66
LR Shukla|Punjab Cricket Association Stadium, Mohali|6.4
LR Shukla|Subrata Roy Sahara Stadium|7.68
LR Shukla|Wankhede Stadium|5.88
LRPL Taylor|Sawai Mansingh Stadium|8.79
LRPL Taylor|St George's Park|8.74
LRPL Taylor|Dr DY Patil Sports Academy|10.54
LRPL Taylor|Dubai International Cricket Stadium|8.66
LRPL Taylor|Eden Gardens|8.66
LRPL Taylor|Feroz Shah Kotla|9.77
LRPL Taylor|Kingsmead|11.25
LRPL Taylor|M Chinnaswamy Stadium|10.03
LRPL Taylor|MA Chidambaram Stadium, Chepauk|9.51
LRPL Taylor|New Wanderers Stadium|9.94
LRPL Taylor|Newlands|8.21
LRPL Taylor|Punjab Cricket Association Stadium, Mohali|8.21
LRPL Taylor|Rajiv Gandhi International Stadium, Uppal|9.71
LRPL Taylor|Sardar Patel Stadium, Motera|8.51
LRPL Taylor|Sharjah Cricket Stadium|11.44
LRPL Taylor|Sheikh Zayed Stadium|8.66
LRPL Taylor|Subrata Roy Sahara Stadium|9.19
LRPL Taylor|SuperSport Park|11.29
LRPL Taylor|Vidarbha Cricket Association Stadium, Jamtha|8.29
LRPL Taylor|Wankhede Stadium|9.16
LS Livingstone|Wankhede Stadium|20.59
LS Livingstone|Feroz Shah Kotla|24.44
LS Livingstone|M.Chinnaswamy Stadium|23.92
LS Livingstone|Sawai Mansingh Stadium|29.69
M Ashwin|Dubai International Cricket Stadium|15.02
M Ashwin|Eden Gardens|5.11
M Ashwin|Feroz Shah Kotla|14.06
M Ashwin|M.Chinnaswamy Stadium|15.59
M Ashwin|MA Chidambaram Stadium, Chepauk|10.22
M Ashwin|Maharashtra Cricket Association Stadium|17.13
M Ashwin|Punjab Cricket Association IS Bindra Stadium, Mohali|20.68
M Ashwin|Rajiv Gandhi International Stadium, Uppal|17.24
M Ashwin|Saurashtra Cricket Association Stadium|8.86
M Ashwin|Sharjah Cricket Stadium|16.04
M Ashwin|Sheikh Zayed Stadium|12.41
M Ashwin|Wankhede Stadium|6.98
M Kartik|Barabati Stadium|7.45
M Kartik|Brabourne Stadium|8.38
M Kartik|Buffalo Park|8.38
M Kartik|Dr DY Patil Sports Academy|7.92
M Kartik|Eden Gardens|11.85
M Kartik|Feroz Shah Kotla|8.9
M Kartik|JSCA International Stadium Complex|10.09
M Kartik|Kingsmead|6.51
M Kartik|M Chinnaswamy Stadium|8.85
M Kartik|MA Chidambaram Stadium, Chepauk|8.41
M Kartik|New Wanderers Stadium|9.97
M Kartik|Newlands|8.96
M Kartik|Punjab Cricket Association Stadium, Mohali|10.26
M Kartik|Rajiv Gandhi International Stadium, Uppal|9.3
M Kartik|Sardar Patel Stadium, Motera|8.38
M Kartik|Sawai Mansingh Stadium|8.81
M Kartik|Sharjah Cricket Stadium|8.38
M Kartik|St George's Park|6.51
M Kartik|Subrata Roy Sahara Stadium|7.13
M Kartik|SuperSport Park|9.32
M Kartik|Wankhede Stadium|11.02
M Manhas|Dr DY Patil Sports Academy|8.49
